,timestamp,open,high,low,close,datetime
8295,1771997760000000000,5198.98,5200.04,5198.98,5199.99,2026-02-25T05:36:00.000000Z
8296,1771997820000000000,5199.99,5199.99,5197.03,5197.03,2026-02-25T05:37:00.000000Z
8297,1771997880000000000,5197.03,5197.67,5196.03,5196.76,2026-02-25T05:38:00.000000Z
8298,1771997940000000000,5196.76,5199.31,5196.47,5199.31,2026-02-25T05:39:00.000000Z
8299,1771998000000000000,5199.31,5199.49,5198.73,5199.38,2026-02-25T05:40:00.000000Z
8300,1771998060000000000,5199.38,5201.01,5199.14,5201.01,2026-02-25T05:41:00.000000Z
8301,1771998120000000000,5201.01,5201.05,5199.38,5200.37,2026-02-25T05:42:00.000000Z
8302,1771998180000000000,5200.37,5204.88,5200.37,5204.87,2026-02-25T05:43:00.000000Z
8303,1771998240000000000,5204.87,5205.05,5203.8,5204.72,2026-02-25T05:44:00.000000Z
8304,1771998300000000000,5204.72,5205.67,5204.28,5205.65,2026-02-25T05:45:00.000000Z
8305,1771998360000000000,5205.65,5206.55,5205.52,5206.0,2026-02-25T05:46:00.000000Z
8306,1771998420000000000,5206.0,5206.94,5204.39,5204.39,2026-02-25T05:47:00.000000Z
8307,1771998480000000000,5204.39,5205.77,5204.39,5205.44,2026-02-25T05:48:00.000000Z
8308,1771998540000000000,5205.44,5211.52,5204.92,5210.91,2026-02-25T05:49:00.000000Z
